"EDV,lv","EDP,lv","ESV,lv","pMax,lv","dp/dtMax,lv","dp/dtMin,lv","EDV,rv","EDP,rv","ESV,rv","pMax,rv","dp/dtMax,rv","dp/dtMin,rv","EDV,la","ESV,la","VMax,la","pMax,La","EDV,ra","ESV,ra","VMax,ra","pMax,ra"
140.39,4.29,85.47,82.98,1236.0,-540.0,145.81,4.01,93.73,32.86,495.0,-195.0,161.74,132.77,179.14,4.02,162.98,119.14,173.6,5.04
147.79,6.11,111.59,101.11,1281.0,-626.0,134.74,3.68,98.54,23.79,350.0,-133.0,179.6,141.74,181.38,5.2,147.69,116.23,154.94,3.72
159.96,8.54,115.39,130.15,1849.0,-790.0,120.24,2.99,76.83,23.21,249.0,-110.0,179.88,138.79,188.25,7.63,145.48,114.03,148.55,3.12
135.37,5.98,89.98,85.02,1393.0,-564.0,131.16,5.11,94.22,30.58,556.0,-171.0,161.84,137.79,172.6,3.25,168.18,128.93,176.18,3.78
127.79,5.27,85.84,123.82,2146.0,-777.0,151.8,3.52,111.91,32.27,594.0,-172.0,162.18,125.66,164.02,4.2,145.66,110.52,152.81,4.23
161.71,7.67,113.61,105.02,1507.0,-565.0,115.4,4.06,71.42,23.82,239.0,-100.0,187.98,143.8,195.97,7.09,157.06,115.23,161.53,4.12
158.31,5.0,116.45,107.82,1261.0,-610.0,125.85,3.06,85.81,25.88,415.0,-146.0,186.72,143.65,186.89,4.34,149.13,119.19,159.23,3.58
122.42,4.27,75.35,86.53,1264.0,-516.0,126.78,3.91,84.05,33.62,550.0,-175.0,158.64,137.32,174.91,3.74,154.58,120.64,164.08,4.73
160.08,7.99,108.53,114.09,1678.0,-705.0,130.66,3.53,81.89,22.95,258.0,-116.0,186.5,143.56,195.62,7.83,151.31,113.86,155.35,4.1
161.92,7.34,124.78,102.53,1204.0,-602.0,104.73,2.76,67.61,19.35,191.0,-103.0,196.71,158.73,199.61,7.5,145.76,126.47,156.29,2.91
139.93,5.9,87.48,88.67,1269.0,-524.0,120.77,4.38,74.09,27.34,564.0,-146.0,170.26,144.44,185.03,4.28,163.87,127.76,169.93,4.01
137.93,3.33,90.35,83.54,1421.0,-529.0,131.02,4.19,90.61,32.67,589.0,-181.0,152.9,134.47,162.49,2.43,162.78,126.28,165.55,4.4
135.61,4.03,93.68,102.67,1405.0,-610.0,119.37,2.83,81.34,30.55,562.0,-166.0,169.55,147.93,179.13,3.6,150.82,128.86,159.89,3.25
156.97,7.93,116.45,117.31,1821.0,-698.0,122.32,3.27,82.94,26.1,409.0,-145.0,190.73,149.9,198.23,6.88,150.87,113.03,155.18,3.6
174.41,6.74,130.54,85.05,1177.0,-468.0,104.87,3.3,67.08,21.54,215.0,-94.0,179.24,151.87,189.0,6.75,151.92,125.33,154.28,3.35
131.28,4.73,88.23,119.57,2018.0,-767.0,134.62,2.77,93.73,31.88,625.0,-192.0,165.37,140.76,177.21,4.34,150.78,121.11,155.77,3.13
139.1,3.21,94.95,88.09,1464.0,-518.0,143.18,3.89,105.75,30.93,517.0,-155.0,149.1,127.63,163.24,3.1,163.24,118.36,168.81,4.84
145.32,5.79,100.05,117.33,1702.0,-677.0,128.48,3.51,86.84,27.39,496.0,-146.0,161.0,131.21,170.81,5.07,152.92,116.51,155.31,3.93
141.16,7.72,101.75,129.77,1925.0,-712.0,111.36,3.24,76.37,26.3,497.0,-150.0,180.43,146.97,185.11,6.59,148.16,117.33,150.96,3.35
159.62,5.55,122.01,97.16,1386.0,-607.0,113.1,3.3,79.3,23.47,345.0,-133.0,186.45,146.43,186.15,4.91,154.9,121.81,160.26,3.81
154.05,4.6,108.54,100.67,1481.0,-594.0,127.66,2.82,84.87,25.91,434.0,-142.0,173.55,151.24,189.57,5.02,155.11,123.58,158.87,3.69
129.0,5.6,84.3,128.21,1959.0,-776.0,132.79,3.48,90.74,31.46,558.0,-166.0,182.51,137.88,182.58,4.51,158.76,113.52,162.35,4.21
123.52,3.67,71.85,97.67,1632.0,-656.0,140.21,3.99,94.63,33.59,561.0,-181.0,157.51,131.09,171.87,3.41,163.83,117.89,170.43,5.66
143.42,6.26,113.14,103.89,1446.0,-604.0,115.56,3.35,87.59,25.68,429.0,-150.0,178.84,143.13,179.61,5.85,148.13,115.91,153.44,3.69
148.32,5.68,98.91,132.71,1811.0,-755.0,130.73,3.23,81.03,27.94,445.0,-142.0,181.07,140.4,193.23,5.08,157.31,112.62,161.5,4.27
143.63,6.47,90.76,109.13,1801.0,-709.0,145.1,4.76,96.23,28.51,508.0,-162.0,161.21,134.5,173.14,4.29,155.93,117.55,158.25,4.08
125.19,5.71,86.15,101.07,1563.0,-653.0,124.57,3.28,87.02,26.47,429.0,-149.0,190.39,153.25,191.81,5.08,156.23,125.58,164.2,3.64
124.19,2.62,67.19,78.85,1285.0,-482.0,153.94,4.46,101.97,36.58,682.0,-207.0,148.18,128.5,162.14,2.19,165.65,122.23,168.77,5.24
123.85,4.28,68.14,74.16,1008.0,-511.0,143.72,4.32,91.34,29.36,424.0,-177.0,165.26,143.91,183.72,3.45,168.52,128.69,176.86,4.62
155.63,8.11,112.2,82.34,986.0,-471.0,116.77,5.78,78.87,25.37,361.0,-137.0,175.6,141.42,178.17,4.87,151.99,118.38,161.75,4.51
153.36,7.01,111.92,123.72,1344.0,-730.0,140.56,2.88,98.81,28.08,443.0,-171.0,190.95,139.4,192.26,7.51,143.82,109.83,154.11,3.8
138.31,5.59,69.86,85.02,1186.0,-533.0,127.29,4.99,62.07,27.77,171.0,-114.0,171.74,142.85,192.77,6.17,171.29,124.46,174.34,6.74
124.53,3.41,82.4,81.72,1375.0,-609.0,142.84,4.03,106.14,31.38,493.0,-184.0,154.74,135.25,165.52,2.86,162.04,122.17,167.02,4.73
152.44,10.82,111.23,87.89,1196.0,-581.0,103.14,5.11,69.03,18.69,221.0,-105.0,185.17,161.23,195.67,6.03,157.81,127.95,161.31,3.09
125.53,4.06,91.53,102.16,1468.0,-709.0,130.99,2.92,98.74,24.67,380.0,-147.0,180.08,147.43,180.56,3.32,157.75,126.48,164.17,3.27
124.62,4.62,73.62,90.77,1678.0,-639.0,151.57,4.14,103.33,37.05,630.0,-227.0,151.87,130.36,169.95,3.48,155.96,121.13,166.88,4.01
149.37,7.77,98.09,131.07,1627.0,-782.0,121.2,3.66,72.61,22.07,259.0,-106.0,192.22,147.24,200.3,7.16,154.66,114.59,159.02,3.98
172.14,7.38,126.42,105.67,1450.0,-614.0,118.34,3.28,76.98,23.98,334.0,-124.0,173.32,144.49,183.96,6.32,147.87,120.39,150.35,3.17
160.31,6.59,119.5,115.05,1491.0,-601.0,114.77,3.68,77.86,25.8,401.0,-124.0,171.82,132.2,171.04,6.47,142.14,112.75,149.69,4.42
151.65,7.77,94.18,117.01,1928.0,-764.0,124.57,3.78,69.34,24.54,241.0,-107.0,177.71,140.67,192.42,7.79,153.23,114.27,156.1,4.61
162.55,5.5,118.97,97.31,1389.0,-588.0,113.2,3.83,74.46,28.41,451.0,-148.0,176.47,141.83,182.43,5.5,154.06,117.55,161.23,4.52
130.04,4.32,79.97,72.0,1056.0,-449.0,148.6,5.83,105.85,30.63,439.0,-163.0,143.18,124.32,159.52,2.8,162.4,116.52,169.82,6.26
147.84,7.17,98.32,123.74,2013.0,-795.0,141.29,3.16,93.37,24.07,306.0,-127.0,177.92,138.05,186.74,6.6,147.88,114.25,152.77,3.33
134.93,9.96,84.43,120.6,1773.0,-699.0,125.43,5.62,79.3,27.05,436.0,-145.0,185.24,152.62,193.71,5.99,149.41,125.12,161.69,3.21
170.36,10.16,126.16,125.25,1361.0,-644.0,103.82,3.85,61.74,21.74,192.0,-104.0,212.75,154.84,213.11,9.31,150.4,110.03,160.47,4.49
124.16,6.69,81.84,122.56,1862.0,-726.0,128.96,4.21,88.98,25.89,484.0,-156.0,177.03,151.54,184.15,4.71,145.46,127.63,156.38,2.89
139.64,6.07,100.55,111.16,1445.0,-646.0,135.41,3.03,96.36,25.43,427.0,-139.0,186.56,153.67,190.75,5.15,145.3,122.64,154.51,3.12
144.78,4.48,93.09,71.9,1017.0,-446.0,120.39,4.07,74.25,24.35,300.0,-126.0,167.78,148.91,184.6,4.16,164.31,132.42,170.34,4.36
118.16,2.93,68.63,84.8,1457.0,-603.0,136.87,3.67,93.29,30.34,508.0,-181.0,153.87,138.69,172.35,2.76,161.44,131.97,172.07,4.49
135.53,2.58,88.31,74.59,1288.0,-497.0,141.11,3.62,101.12,31.47,571.0,-175.0,154.97,138.35,169.85,2.45,170.85,132.12,176.87,4.26
153.03,4.86,113.58,86.97,1202.0,-503.0,114.19,4.14,81.05,27.53,440.0,-135.0,166.41,138.47,172.48,4.11,158.53,121.88,164.63,4.44
145.56,5.43,94.46,106.27,1370.0,-706.0,124.44,3.15,78.57,23.34,278.0,-129.0,175.72,149.98,191.38,4.76,156.05,126.0,163.96,3.66
128.59,3.18,86.6,89.37,1312.0,-571.0,121.17,3.61,83.88,27.95,414.0,-150.0,167.76,147.87,179.8,3.07,164.23,130.09,172.64,4.58
150.51,6.71,108.35,84.81,1252.0,-527.0,123.72,4.25,83.81,25.1,337.0,-144.0,173.62,145.24,183.07,5.72,157.01,121.88,161.12,4.38
138.32,5.74,75.76,103.94,1666.0,-684.0,121.35,4.15,64.13,29.92,368.0,-142.0,172.43,144.26,193.11,5.12,165.07,122.75,169.37,4.34
156.34,6.6,111.42,124.96,1759.0,-661.0,139.47,2.9,95.11,29.0,457.0,-143.0,182.94,138.71,183.41,6.0,138.97,113.29,150.13,3.64
138.44,3.85,83.66,80.0,1138.0,-508.0,155.5,4.36,105.03,31.0,487.0,-166.0,154.84,126.97,169.65,3.44,163.21,113.99,168.42,5.44
135.34,4.86,90.95,101.25,1827.0,-646.0,121.27,3.39,81.32,28.59,491.0,-154.0,161.06,139.69,171.62,4.5,154.53,124.88,156.73,3.58
146.35,6.25,107.08,81.6,985.0,-500.0,116.46,3.92,83.0,27.06,383.0,-152.0,174.6,134.66,173.65,5.41,151.81,116.57,158.16,4.44
133.39,5.75,82.91,123.59,1810.0,-614.0,129.48,3.15,81.2,25.74,413.0,-118.0,175.88,143.22,187.46,5.23,152.74,121.87,160.86,3.65
143.82,6.79,108.25,116.27,1540.0,-661.0,111.38,3.86,78.09,26.51,573.0,-158.0,171.68,142.37,175.45,5.39,148.58,121.03,152.18,3.35
128.27,5.4,79.65,96.58,1710.0,-692.0,145.58,3.29,97.22,26.05,371.0,-151.0,172.3,148.21,188.57,4.75,150.56,125.39,163.84,3.61
154.47,6.19,94.62,108.13,1528.0,-651.0,141.89,3.92,85.01,29.73,408.0,-154.0,173.63,136.6,191.16,4.88,161.1,115.27,169.91,4.59
146.88,7.3,102.0,123.49,1639.0,-749.0,124.76,3.23,82.38,20.66,272.0,-111.0,192.18,147.1,193.0,7.3,146.98,117.71,156.56,4.26
127.67,4.54,91.36,96.34,1346.0,-597.0,138.13,3.3,107.35,24.73,342.0,-134.0,166.29,132.01,166.14,3.79,155.5,118.84,157.04,3.88
133.93,5.57,91.26,102.45,1334.0,-597.0,107.27,4.18,70.73,27.19,415.0,-150.0,175.22,154.8,183.55,4.49,152.22,132.46,161.09,3.26
139.57,7.03,86.8,104.2,1716.0,-676.0,140.78,4.43,91.02,29.37,349.0,-154.0,181.62,133.92,185.92,6.29,155.01,110.13,166.71,5.71
147.48,4.29,95.54,99.77,1587.0,-652.0,142.37,3.35,94.44,33.6,648.0,-204.0,154.59,125.97,165.81,4.4,152.43,112.68,155.22,4.67
155.34,5.52,103.6,81.69,1220.0,-532.0,137.41,4.08,90.23,22.39,174.0,-98.0,164.54,137.33,180.01,5.33,156.81,117.73,160.77,4.72
136.66,5.4,75.07,76.99,1203.0,-585.0,143.62,4.48,83.65,25.62,227.0,-136.0,172.91,146.03,191.01,4.75,167.39,128.99,172.01,4.84
113.09,2.92,66.36,103.36,1884.0,-711.0,130.09,3.49,89.76,33.72,596.0,-188.0,157.56,144.67,174.69,2.64,162.07,130.95,169.77,4.16
144.78,4.38,99.78,88.77,1278.0,-521.0,135.05,4.22,95.33,28.7,450.0,-156.0,151.12,124.75,161.33,3.77,155.27,117.88,162.67,5.05
181.24,8.5,144.72,113.11,1478.0,-632.0,97.45,3.01,62.76,22.86,363.0,-140.0,198.81,154.46,199.02,8.34,144.81,116.76,149.39,3.22
153.47,7.82,105.41,144.85,1755.0,-789.0,126.42,2.97,78.43,22.73,326.0,-114.0,182.15,141.3,194.16,6.7,150.65,111.41,152.57,3.58
152.68,6.96,110.19,110.81,1349.0,-692.0,134.52,3.6,95.62,28.82,459.0,-180.0,176.38,132.95,176.35,5.91,146.72,112.61,153.9,4.0
144.88,7.89,103.24,125.54,2079.0,-765.0,115.35,3.68,76.07,27.96,495.0,-160.0,174.72,146.18,183.21,5.77,149.73,122.05,152.14,2.82
163.74,7.78,118.0,133.93,1759.0,-723.0,118.64,2.72,75.49,23.33,303.0,-124.0,191.94,153.12,198.54,7.5,148.67,119.71,152.26,3.03
132.76,5.9,97.13,107.5,1490.0,-740.0,145.52,4.02,113.78,26.48,423.0,-157.0,169.8,135.13,170.88,4.34,151.35,117.56,157.99,3.95
127.45,3.31,81.58,78.95,1297.0,-502.0,116.36,3.99,77.75,33.41,592.0,-195.0,162.58,144.68,175.51,3.25,169.81,133.18,176.45,4.73
138.57,4.08,105.15,109.21,1419.0,-638.0,135.28,2.57,105.3,26.84,435.0,-152.0,162.08,138.41,167.77,3.73,143.52,121.55,149.94,3.1
153.4,5.64,109.26,105.18,1470.0,-575.0,126.28,3.39,83.43,27.82,427.0,-135.0,179.12,140.13,183.12,4.71,151.79,118.27,159.88,3.98
148.36,6.15,95.24,116.55,1834.0,-844.0,144.69,3.29,92.89,28.94,432.0,-180.0,174.43,132.96,183.75,5.48,150.08,112.14,158.0,3.79
