PCa,[TRPN],Gncx,"Tref,v","TRPN50,v","nTm,v","nTRPN,v","rs,v","rw,v","Aeff,v","ku,v","ca50,v","mu,v",Iup(max),[Trpm]max,gCaL,"Tref,a","TRPN50,a","nTm,a","nTRPN,a","rs,a","rw,a","Aeff,a","phi,a","ca50,a","mu,a","CVf,v",kFEC,"CVf,a",kBB,AVdelay,Rsys,Rpulm,lAo,kAo,"a,v","bt,v","a,a","bf,a","bt,a",kperi,"EDPshift,LV","EDPunload,RV",aLvRv,TrefLvRv
0.000101777,0.120816,0.00127287,177.414,0.266101,2.99482,2.68607,0.126942,0.682521,31.9052,0.0244639,0.570315,2.95579,0.00718238,0.0902165,0.142381,112.086,0.484683,3.26528,1.95054,0.225933,0.491916,20.7279,2.68859,1.05793,5.57009,0.504096,5.61151,1.01396,4.34695,183.0,3.57215,2.45206,364.832,7.65432,0.961608,3.13723,1.89997,9.66882,2.85888,0.00152904,6.26372,7.84984,1.80249,0.784316
0.000120486,0.095068,0.00134167,191.52,0.397662,2.24665,2.52862,0.306183,0.608397,31.3998,0.0181675,0.637229,4.07469,0.00559433,0.0840895,0.159065,103.743,0.495013,3.67662,1.48522,0.142776,0.577314,17.9433,2.89571,1.19995,4.78082,0.408254,8.16292,0.992165,5.24288,142.0,3.62357,2.66981,480.218,9.64452,1.27592,3.00616,2.04009,7.62171,2.37497,0.00139353,3.20902,3.27588,1.0766,0.691454
0.00010766,0.0853323,0.00160486,197.736,0.341114,2.62582,2.8466,0.217745,0.4449,23.2359,0.0189666,0.427208,3.36965,0.00607256,0.0725301,0.14209,103.797,0.379728,3.24118,2.42518,0.285075,0.561503,21.9982,1.98263,1.22983,7.32628,0.449419,5.49611,1.0091,5.46417,197.0,2.63642,3.69202,328.56,7.76909,1.1379,2.3471,2.14756,6.6739,1.86842,0.00104962,3.24791,3.67911,1.19957,0.741707
0.000138033,0.0886666,0.00184602,178.489,0.280648,2.05496,2.61072,0.212166,0.675218,30.2367,0.0292302,0.671052,2.70794,0.00465847,0.0390077,0.118733,99.1537,0.520047,3.76679,1.21142,0.271454,0.600505,21.5514,1.33408,1.22323,7.10522,0.461754,6.49328,0.834908,3.72881,130.0,3.43611,2.62057,309.793,9.11316,1.24105,2.7204,2.12391,9.95713,3.98727,0.0010113,5.12041,4.34666,1.35382,0.793792
0.000122869,0.112542,0.00121731,176.593,0.296333,2.70431,2.37289,0.172016,0.446769,35.3055,0.0300771,0.73512,3.57465,0.00711938,0.0979729,0.148228,97.3357,0.40942,2.8528,2.09258,0.342145,0.610899,23.1028,2.46464,1.0093,6.48607,0.688969,2.52138,0.806095,3.82246,106.0,1.18753,1.77805,446.872,8.67883,1.02108,3.78056,1.51406,6.26995,3.56359,0.000752673,8.27024,7.94114,1.31875,0.913827
0.000139823,0.0976452,0.00143187,172.808,0.26364,2.67856,2.58902,0.200354,0.508621,20.1409,0.0215088,0.689379,2.3398,0.00333952,0.0517046,0.165166,88.7078,0.420928,2.91201,2.4918,0.234715,0.454324,23.052,2.82868,0.926419,7.90374,0.5524,4.02855,0.750815,5.38705,133.0,1.98947,1.23667,378.341,9.55233,0.695771,3.13769,1.97525,6.09023,4.1221,0.00110566,7.74084,5.02956,1.91626,0.756459
9.84223e-05,0.093908,0.00112309,181.527,0.185302,2.41027,2.70381,0.328474,0.704988,35.9764,0.0235432,0.780562,3.64549,0.00428024,0.0586514,0.113636,104.455,0.428765,4.99539,1.78812,0.168043,0.506137,30.3298,1.27588,0.916064,9.01336,0.712246,1.91695,0.999278,3.40647,131.0,1.63389,2.04329,434.593,6.10159,0.787753,3.39315,2.39378,4.84649,3.28863,0.000616072,3.80646,6.21866,1.76613,0.797503
0.000148407,0.106792,0.00152587,172.936,0.214001,2.69569,2.34244,0.147262,0.344974,24.5165,0.0248723,0.788132,3.55637,0.00411268,0.0618843,0.166341,111.228,0.429675,7.17768,1.26532,0.276008,0.604375,26.8532,3.11698,1.17914,7.93095,0.442749,8.24215,0.876383,5.29529,134.0,3.97337,3.76204,423.444,8.03863,1.14011,3.67576,1.87663,7.31459,2.07922,0.00155321,7.37176,5.32691,1.23985,0.940882
0.000142425,0.099229,0.00135498,172.725,0.29525,2.70463,2.80706,0.293748,0.548568,30.9178,0.0280987,0.606965,3.42181,0.00666431,0.0945686,0.163385,110.46,0.5171,2.63762,2.52274,0.229818,0.301145,18.44,1.86295,1.06584,7.98427,0.450582,7.79632,1.01549,2.41891,137.0,1.23495,1.08239,450.295,8.17877,1.01607,1.65601,2.08751,5.18221,4.01442,0.000615212,4.83418,4.58168,1.79939,0.508805
0.000124526,0.0968921,0.00206905,150.811,0.350789,2.26597,2.7568,0.149451,0.735346,22.1838,0.0269679,0.439879,2.83911,0.00609249,0.0640291,0.100311,103.225,0.47301,3.69936,1.1137,0.233543,0.482269,35.5246,1.57932,1.03596,12.8706,0.434947,7.91073,0.860352,4.42086,168.0,1.90455,1.15642,317.635,6.641,1.37744,4.06937,1.63022,6.89792,3.90359,0.000619368,8.25941,6.57009,1.72823,0.652578
0.000153839,0.120021,0.00105838,162.283,0.27272,2.83061,2.62654,0.171981,0.53647,17.0918,0.0251742,0.803209,3.9462,0.00591634,0.0772066,0.151984,119.934,0.49165,4.00591,1.56125,0.332802,0.409474,16.3315,2.87776,1.22188,13.3936,0.398209,6.28114,0.898262,4.83207,188.0,1.9119,3.42696,458.871,6.27041,1.10644,3.0755,2.15204,6.92804,1.79455,0.000919652,8.56536,5.46656,1.86402,0.944736
0.000146711,0.0782359,0.00167904,154.905,0.204597,2.54627,2.35289,0.340368,0.70827,31.5551,0.0302834,0.744255,3.98703,0.00634742,0.0877959,0.132266,93.8023,0.500459,4.84223,1.24095,0.141525,0.455589,24.3739,1.72994,0.852004,8.81243,0.585369,3.4945,0.983687,3.52582,107.0,2.52869,3.04701,444.536,9.67032,1.02047,3.26583,1.99017,5.66034,3.40539,0.000510012,7.1941,7.1279,1.05188,0.5118
0.000125904,0.0675191,0.00187839,147.203,0.313625,2.34037,2.70693,0.275388,0.715865,22.5637,0.022478,0.489358,3.52273,0.00777068,0.101232,0.13194,116.087,0.510713,7.03795,1.16609,0.16859,0.743646,23.5061,3.25505,1.03295,8.92395,0.42106,6.89164,0.866761,4.39159,188.0,2.31308,3.30431,449.858,6.41998,1.44665,1.82599,2.31529,8.84285,2.8663,0.00197021,8.45782,6.56064,1.46187,0.677249
0.000127922,0.114457,0.00118365,159.692,0.26693,2.82465,2.62413,0.156568,0.746166,15.7876,0.0204235,0.676692,2.03356,0.0070191,0.0945557,0.13817,104.933,0.416229,6.08012,1.59645,0.169964,0.277757,29.239,2.91814,1.08997,9.03991,0.450874,6.63259,1.02649,4.69346,141.0,2.14202,2.04135,368.176,9.3713,1.38312,2.20913,1.72216,4.15229,3.00287,0.00110309,8.07214,4.95731,1.69062,0.513635
0.000117516,0.0885325,0.0012902,184.49,0.240677,2.35926,2.82033,0.23637,0.419856,16.0446,0.018586,0.664095,2.90013,0.00723676,0.0923744,0.128394,106.818,0.482793,5.78483,1.04152,0.176275,0.400256,33.1908,1.41349,1.03578,13.0813,0.58774,2.80595,0.951069,5.11268,151.0,1.65992,2.34081,343.009,9.70215,0.814359,2.96729,2.05136,8.11991,4.20519,0.00159127,6.21758,6.35693,1.98598,0.514454
0.000132715,0.0860077,0.00150735,169.391,0.266539,2.70519,2.9485,0.351843,0.59916,18.3885,0.0268238,0.672286,3.25053,0.00563103,0.0910081,0.0935955,88.6863,0.281254,2.94848,2.47178,0.199042,0.696197,24.1887,1.4708,0.752424,10.9685,0.464539,5.85655,0.972108,2.84815,184.0,3.39732,3.43512,421.267,6.82618,0.79426,4.28157,2.32151,10.9879,3.01354,0.00132814,3.73117,6.92482,1.19253,0.746125
0.000147721,0.100806,0.00120794,148.933,0.263176,2.44984,2.45676,0.172035,0.488357,23.6967,0.025283,0.777422,3.18561,0.00619096,0.0705438,0.154224,90.4583,0.516055,5.10431,1.35097,0.135889,0.288795,35.0094,1.71343,0.973548,6.00216,0.674005,1.9695,0.807379,5.01923,185.0,1.19357,1.71927,383.609,7.21655,1.40762,1.92113,2.47511,5.24857,3.83596,0.00167965,7.56249,6.15985,1.46293,0.816153
0.000115445,0.0814909,0.00177551,193.006,0.256026,2.48474,2.84667,0.230205,0.722854,32.7388,0.0211181,0.604084,2.11011,0.00330752,0.0398734,0.13746,96.5618,0.422999,2.95732,1.78287,0.140485,0.308077,27.8408,3.34789,1.13791,6.80343,0.582661,3.31912,0.86973,3.85995,137.0,1.43564,2.91439,492.156,6.47346,0.933395,2.21798,2.45555,7.04749,2.82213,0.00118752,6.941,5.25733,1.37122,0.738178
0.000135002,0.094506,0.00169805,163.32,0.331144,2.30602,2.58888,0.2918,0.501325,16.8091,0.0293867,0.592956,3.07139,0.00757972,0.0930503,0.0988629,90.7444,0.412544,6.92977,1.32554,0.206864,0.592546,35.9335,2.98426,0.914276,8.40763,0.39433,7.69946,0.977964,3.43463,104.0,1.59118,2.20642,336.047,8.07664,0.780207,4.2315,2.12984,11.7012,3.90004,0.000932956,5.25788,3.93339,1.61288,0.503803
0.000131794,0.102607,0.0013723,173.41,0.217753,2.65562,2.53756,0.1292,0.403913,26.7309,0.0285327,0.694309,2.62688,0.00594388,0.0777018,0.172687,91.1142,0.446498,4.90916,1.48439,0.164376,0.334757,13.9045,1.67181,1.2696,7.42276,0.574092,3.08609,0.965614,2.30352,124.0,3.4634,1.88979,305.561,8.43418,0.764616,3.47641,2.26757,7.05792,2.43655,0.00169219,4.49141,6.63392,1.24532,0.731448
8.08414e-05,0.0885485,0.0009937,176.508,0.397672,2.61608,2.60103,0.21743,0.53651,21.0681,0.022966,0.50971,3.16842,0.00554484,0.0637062,0.106599,110.337,0.349302,3.36688,2.08814,0.319768,0.451651,18.1443,1.98351,1.16274,9.9189,0.422119,4.95026,0.817853,4.97798,100.0,1.41329,3.65141,342.413,7.17181,1.49978,4.29124,1.87946,6.26957,3.58483,0.000686958,4.28992,6.75544,1.19991,0.985229
0.000121239,0.108631,0.0010634,175.097,0.238966,2.20445,2.9829,0.190554,0.684255,27.4286,0.0230766,0.794182,1.95976,0.00457291,0.0700041,0.188645,88.7383,0.44274,4.53804,2.09823,0.258705,0.370964,15.6692,1.35669,1.10768,10.6915,0.759347,1.798,0.912731,2.27594,148.0,3.11901,3.02743,364.144,9.80677,1.30109,3.9414,1.63564,7.88721,2.77696,0.000824789,3.66049,5.63843,1.96473,0.59133
0.000135154,0.0957592,0.00193608,191.107,0.213008,2.07426,2.79045,0.161023,0.515312,22.2926,0.0284831,0.702709,1.85342,0.00567094,0.054636,0.123727,92.6253,0.5183,3.76866,1.47356,0.181783,0.74184,26.8197,2.45682,0.98273,6.306,0.50125,6.2807,0.901763,2.45318,172.0,2.36126,1.63423,405.369,8.32306,1.23903,4.48291,1.63744,7.01508,3.81614,0.00073292,7.65844,6.09654,1.33474,0.920261
0.00010009,0.116152,0.00139316,171.462,0.307832,2.72446,2.70416,0.195888,0.429082,22.9353,0.0263592,0.504918,3.86,0.00504735,0.0729146,0.125329,91.1677,0.480478,4.19305,2.07533,0.368784,0.366155,22.7319,2.68203,0.732413,10.0883,0.731833,2.50776,0.901737,2.57827,193.0,2.25563,3.39991,375.36,7.81765,1.33571,1.75875,2.21246,10.9387,2.5025,0.0014693,3.64838,6.94755,1.24329,0.823858
0.000118469,0.0907704,0.00108792,188.061,0.386931,2.85949,2.61708,0.219096,0.576203,15.3933,0.0285045,0.54002,2.47076,0.00713466,0.103473,0.136666,84.3792,0.392142,7.10399,1.21053,0.231019,0.658692,25.5787,1.19319,1.17158,11.7071,0.445826,3.95116,0.977313,2.79631,157.0,2.68436,2.97762,331.06,9.10218,0.95943,3.39355,1.8273,9.29245,1.5344,0.00189212,7.82804,3.42487,1.79307,0.741828
0.000142521,0.0960421,0.00154685,146.051,0.256626,2.90463,2.65297,0.153595,0.303587,22.8407,0.0312872,0.56313,3.00853,0.0034385,0.0424407,0.174206,82.3166,0.493721,3.35511,1.9426,0.208196,0.580028,23.3696,2.33635,1.10769,12.01,0.421055,7.98124,1.0012,3.10432,159.0,1.40153,3.28848,353.59,6.73237,1.10592,3.30842,2.45329,11.5189,2.05695,0.00152544,7.23486,6.13684,1.97421,0.980209
0.000135785,0.0918567,0.00216184,177.766,0.29121,2.32996,2.6822,0.246544,0.673878,32.1737,0.0214478,0.556954,2.17685,0.00770363,0.0797614,0.153114,105.823,0.492796,6.2343,1.31459,0.222797,0.328713,25.1854,1.8753,1.15585,8.07479,0.524644,2.84125,0.942583,4.03602,192.0,1.0665,3.6182,396.238,7.65913,1.15491,1.5295,1.72939,10.413,3.33242,0.000756661,3.64243,4.8036,1.42369,0.869003
0.000144825,0.0769982,0.00221183,171.561,0.28826,2.4664,2.51042,0.223927,0.383441,23.8704,0.0190789,0.591674,3.95259,0.0035821,0.0422468,0.106486,94.7405,0.440313,6.12446,1.72331,0.220657,0.673001,32.3237,3.28297,0.85385,8.3935,0.533257,4.1159,0.965365,5.23558,130.0,2.83779,2.8881,334.436,9.9354,1.32771,3.34964,1.62249,9.23101,4.43029,0.00118456,5.41529,4.12227,1.3883,0.891145
0.000138851,0.091814,0.00223655,193.952,0.375177,2.50943,2.89563,0.229632,0.560994,26.1831,0.025378,0.416719,1.92791,0.00642656,0.102038,0.115071,84.9556,0.5213,3.19942,2.65544,0.323327,0.355218,20.6827,2.5304,0.660538,9.22778,0.450031,4.55561,0.78298,4.66349,162.0,2.32977,1.66233,442.461,6.27345,1.17892,2.6293,2.1848,8.47058,3.36765,0.00174398,6.53629,5.95394,1.35026,0.883291
0.0001371,0.103743,0.0013343,184.16,0.32417,2.85745,2.6459,0.127611,0.370335,25.4351,0.029307,0.596644,2.59366,0.00308381,0.0409409,0.107037,85.401,0.276333,3.1784,2.48176,0.182915,0.531875,15.0427,1.75263,0.990736,7.52724,0.5126,5.95674,0.909781,3.61397,110.0,2.74253,1.45041,315.699,9.78195,0.777971,3.80424,1.8515,6.55048,1.9563,0.00127867,7.66245,4.56717,1.38316,0.874349
0.000135707,0.0772823,0.00173887,188.392,0.371534,2.59939,2.7188,0.257955,0.453863,15.5557,0.0259656,0.453973,4.16692,0.00429357,0.0687811,0.166742,91.5839,0.441767,5.63651,1.40399,0.177736,0.7084,20.5277,1.73265,1.12316,12.699,0.481893,5.80366,0.914373,4.85282,114.0,1.43184,2.1606,312.68,8.3192,1.28118,3.86359,2.22332,6.84057,3.66944,0.00143602,8.30822,7.21416,1.00548,0.771052
0.000136746,0.110394,0.00160641,189.223,0.359146,2.54982,2.72671,0.180334,0.688728,24.2577,0.0123413,0.533918,4.27534,0.00443867,0.053716,0.134175,118.429,0.439945,4.32531,1.79719,0.163256,0.516715,34.2813,2.06981,1.18478,9.81934,0.469238,4.75825,0.870244,4.67698,161.0,1.80237,1.47974,368.49,9.11523,1.29414,2.97819,1.64911,8.15582,3.19715,0.00178303,7.21506,5.78577,1.46675,0.814167
0.000149187,0.112658,0.00167624,168.523,0.231129,2.63692,2.36409,0.15291,0.486185,22.5032,0.0263041,0.744871,1.9654,0.00562565,0.048606,0.110276,96.9904,0.518049,4.48268,1.39142,0.286403,0.36574,33.049,2.84451,0.980234,8.36343,0.633634,2.38438,0.770058,5.16295,150.0,2.17585,2.96798,302.462,6.57483,0.69984,3.04363,2.38505,5.09419,2.021,0.000587024,5.61819,7.16985,1.34711,0.995368
0.000149856,0.0896537,0.00195601,168.94,0.347375,2.56292,2.79594,0.326031,0.60217,33.6028,0.0223672,0.543279,3.50826,0.00586024,0.101951,0.158372,85.1095,0.427704,2.7172,2.54506,0.225943,0.615172,26.698,2.69291,0.906399,11.3936,0.645971,2.64584,0.883868,5.14352,166.0,3.25313,1.85977,479.015,7.04332,1.1538,2.26893,1.54689,11.0114,3.73051,0.000953061,5.5321,5.1247,1.32381,0.690802
0.000118219,0.0973777,0.00132844,188.699,0.182386,2.97122,2.83285,0.231341,0.661445,22.2048,0.0225875,0.874827,2.89477,0.00663895,0.072239,0.117625,112.646,0.446759,6.36006,1.23816,0.211493,0.565226,15.6106,2.98025,1.2611,10.3953,0.511437,3.90507,1.00671,5.39396,158.0,1.6479,2.47744,377.549,6.78403,1.16802,1.61575,1.74095,9.85806,1.59024,0.00175091,5.67153,5.99366,1.9958,0.986374
0.000143735,0.10372,0.00112678,192.606,0.308997,2.79462,2.85962,0.354718,0.668961,13.477,0.0273906,0.682742,3.26905,0.00544567,0.085349,0.143348,115.466,0.418164,4.50793,1.97986,0.1776,0.661347,30.6408,2.00677,1.10906,9.48605,0.461406,6.04293,0.862707,3.66224,141.0,3.14241,3.23462,397.018,8.62471,1.25727,3.40095,2.23223,9.17093,4.3363,0.00162821,8.915,5.33615,1.90862,0.602084
0.000116879,0.0786711,0.00132724,158.531,0.225138,2.62283,2.98801,0.157577,0.539946,27.385,0.018491,0.618168,2.86534,0.00636102,0.0862476,0.1156,108.113,0.51632,4.4802,2.13577,0.339885,0.704393,20.2974,2.3939,0.789783,5.33731,0.58223,3.1759,0.982647,3.5148,153.0,2.28903,1.69995,359.786,9.70822,0.714058,4.03693,1.86913,7.09304,2.30871,0.000761684,8.88856,4.22934,1.23695,0.585672
0.000118642,0.106355,0.00190441,192.332,0.223856,2.24139,2.60807,0.226364,0.635166,28.6698,0.030785,0.672988,3.19458,0.00579252,0.0836367,0.13244,116.977,0.46074,6.10728,1.35359,0.188818,0.412267,32.9535,3.08983,1.04805,9.14755,0.649069,2.90502,0.851201,2.92435,165.0,2.89505,3.9205,446.356,8.81614,1.05132,3.21742,1.86258,10.385,4.21815,0.000511211,7.20992,5.16642,1.76332,0.540863
8.95592e-05,0.0975377,0.00110281,170.671,0.256831,2.04981,2.70637,0.17741,0.370522,34.0321,0.0255635,0.708252,3.39265,0.00587913,0.0813322,0.148434,103.591,0.47674,7.33583,1.02827,0.141358,0.51346,16.6563,1.36418,1.04682,11.6628,0.394903,5.59878,1.01993,4.42091,196.0,2.62501,2.36379,471.779,6.68037,0.858894,2.95923,1.95464,10.8371,3.6412,0.00157893,3.07885,5.3614,1.05805,0.657723
0.000115696,0.104721,0.00109898,192.182,0.279358,2.68098,2.12379,0.230858,0.547387,25.4209,0.0275701,0.86626,2.45889,0.007264,0.103698,0.113269,100.653,0.392464,5.48456,1.4072,0.334131,0.631851,21.9786,3.37869,1.03191,13.1388,0.524439,5.55405,0.77299,4.82569,191.0,2.05121,1.05371,442.571,8.2545,1.2721,1.65813,2.46079,11.1837,2.6352,0.00113019,3.54384,3.70912,1.65158,0.657938
0.000145146,0.110399,0.00117594,149.658,0.446564,2.87167,2.66867,0.246084,0.563261,18.3227,0.0266831,0.550106,3.84837,0.00344653,0.0456318,0.114281,111.323,0.317892,3.92554,2.12044,0.206264,0.573377,28.8949,2.34582,1.09606,11.6277,0.517802,3.31405,0.973104,5.56371,116.0,3.98985,1.32421,480.562,7.14326,1.47303,1.81399,2.43832,9.77958,2.7095,0.00117806,3.95209,3.97761,1.25172,0.609397
0.000132226,0.086701,0.00180492,185.926,0.212254,2.49096,2.32124,0.181726,0.544756,22.1372,0.0195533,0.784088,2.88049,0.00611433,0.0947875,0.171504,119.113,0.488851,7.03272,1.1855,0.240432,0.371913,15.5769,2.26669,1.13146,12.6893,0.493127,4.23898,0.981718,3.5586,144.0,1.44417,1.70206,469.98,9.72353,1.28943,2.26889,1.61907,9.45416,3.85743,0.00146859,5.64767,6.91191,1.30458,0.584393
0.000126494,0.0795786,0.00152247,176.741,0.404474,2.54168,2.99802,0.296594,0.681519,23.9075,0.0237964,0.420415,3.68369,0.00583509,0.063649,0.161537,98.5838,0.499043,4.17655,1.76302,0.237494,0.624946,20.6679,3.23937,1.20039,10.7419,0.475849,5.89837,1.00493,4.54091,165.0,3.38053,2.64733,468.47,8.33234,0.750681,1.96224,2.43875,8.05126,4.41644,0.00182509,6.43743,6.85982,1.60524,0.704224
0.000127822,0.103214,0.000952124,187.671,0.434274,2.8366,2.55322,0.331774,0.584937,18.2964,0.0245569,0.784584,3.17341,0.00746573,0.0792334,0.130304,82.3894,0.465166,4.48914,1.58944,0.216522,0.411184,20.6933,3.01363,1.28329,11.2506,0.410342,6.71111,0.797892,4.37851,115.0,1.11826,3.09532,439.806,9.8673,0.910666,4.49037,2.24171,11.5384,3.09361,0.000744987,8.13874,3.33008,1.44563,0.879905
8.91808e-05,0.0942935,0.00102174,193.759,0.240189,2.49144,2.0783,0.176765,0.318323,30.1404,0.0236366,0.925624,3.72383,0.00677257,0.0878576,0.119789,107.834,0.484015,3.7527,2.21337,0.246264,0.309755,15.8761,2.95622,0.908949,8.0411,0.509999,5.28133,0.893995,3.89953,182.0,2.70299,1.81595,438.826,8.09052,0.832964,3.30098,2.39755,7.25855,4.19133,0.000536792,6.59956,4.99571,1.04677,0.679758
0.000117407,0.0948407,0.0013657,184.386,0.271474,2.62885,2.67846,0.140749,0.450228,19.7569,0.0282154,0.57169,3.98593,0.00626739,0.071985,0.109352,97.4386,0.446177,4.49234,1.10947,0.217375,0.590746,23.2821,1.29545,0.997132,9.34053,0.445997,6.06783,0.900133,3.30008,164.0,2.9289,2.81981,381.063,8.1416,1.3885,1.64371,1.57827,11.3316,2.97548,0.00165152,3.18327,4.8296,1.42519,0.809887
0.000134044,0.1117,0.00129537,150.119,0.344386,2.52178,2.87283,0.226971,0.528604,25.544,0.0308737,0.571575,4.11667,0.00467269,0.053519,0.117266,81.7024,0.461546,4.68014,1.15237,0.189292,0.577112,29.2035,2.56133,1.02098,10.0868,0.384778,7.4727,0.858654,3.37834,140.0,1.54814,1.17433,313.281,9.30717,1.35432,2.37068,2.06403,6.32417,2.93198,0.000762993,5.75627,5.18517,1.82505,0.581095
6.58833e-05,0.064762,0.000995813,184.673,0.273672,2.42925,2.88161,0.360625,0.445852,26.1578,0.0174452,0.544241,4.3672,0.00527128,0.0645585,0.196793,83.803,0.501471,5.51402,1.29251,0.333457,0.555409,35.756,2.29595,1.21953,10.5013,0.590506,2.91725,0.970522,2.52308,142.0,2.54846,3.29522,379.28,9.68943,0.515913,4.35801,2.18736,11.0592,1.76049,0.00176293,5.81372,3.3364,1.15288,0.766362
0.000151665,0.0838364,0.00172542,191.861,0.462465,2.76708,2.37411,0.29301,0.536099,17.8557,0.0263547,0.550419,3.97609,0.00511829,0.083217,0.189049,87.6739,0.369369,2.66832,2.34286,0.278758,0.567004,22.4899,3.25256,1.17564,9.22192,0.516266,3.2704,0.933378,3.22043,115.0,2.77081,2.00874,302.257,6.96001,1.11679,3.41774,2.36551,10.0306,4.43261,0.000565925,7.80878,6.0118,1.60035,0.561522
