"Ca,diast,a","Ca,ampl,a","dCa/dtMax,a","RT90,a"
0.115684,0.540901,0.06383,492.0
0.121429,0.862191,0.10062499999999999,410.0
0.110388,1.1072520000000001,0.136465,363.0
0.108828,0.956522,0.11192099999999996,406.0
0.10484,0.665887,0.076386,444.0
0.137133,0.6243609999999999,0.07349,547.0
0.137735,0.7436100000000001,0.0881035,501.0
0.123977,0.746773,0.0887075,467.0
0.110675,0.717452,0.08363499999999999,505.0
0.112924,0.9605459999999999,0.12571800000000002,367.0
0.128843,0.412662,0.0485575,623.0
0.11039,0.89771,0.11022199999999999,382.0
0.0900233,0.5079327,0.05848750000000001,465.0
0.112126,0.6630739999999999,0.07725000000000001,460.0
0.11704,0.835689,0.09222050000000001,404.0
0.0877391,0.4851039,0.054387000000000005,430.0
0.108735,0.76039,0.09190799999999999,464.0
0.105161,0.58093,0.06777949999999999,514.0
0.112662,0.554678,0.067044,495.0
0.134988,0.685236,0.07973549999999999,511.0
0.132754,1.026336,0.12071599999999999,371.0
0.113697,0.5261079999999999,0.06494050000000001,514.0
0.139369,0.5984710000000001,0.0672275,541.0
0.119846,0.9872040000000001,0.1243715,413.0
0.135239,0.473479,0.05389250000000001,547.0
0.127906,0.52063,0.060708,547.0
0.114214,0.9843359999999999,0.12147400000000003,388.0
0.123006,0.7050369999999999,0.08114450000000001,454.0
0.134097,0.5906509999999999,0.070238,564.0
0.116668,0.725449,0.08194000000000001,459.0
0.141257,0.7965030000000001,0.094281,450.0
0.0964742,0.5300418,0.0651605,461.0
0.100826,0.34470100000000004,0.03850100000000001,591.0
0.119831,0.699462,0.08586750000000001,493.0
0.0992211,0.43213589999999996,0.049351500000000006,577.0
0.116365,0.499937,0.05624499999999999,538.0
0.106132,0.646142,0.070783,423.0
0.0992508,0.5473772,0.06346450000000001,492.0
0.116756,0.7466320000000001,0.09245099999999998,383.0
0.125862,0.560238,0.06267700000000001,528.0
0.107635,0.298752,0.034394999999999995,623.0
0.118234,0.5772919999999999,0.06475950000000001,508.0
0.112354,0.671621,0.0732275,468.0
0.125474,0.4927210000000001,0.058721999999999996,544.0
0.113596,0.5289349999999999,0.06036050000000001,543.0
0.123478,0.507885,0.0583375,542.0
0.0985578,0.6191831999999999,0.075384,445.0
0.106848,0.66368,0.07989299999999999,399.0
0.12688,0.570964,0.06283799999999999,521.0
0.109478,0.642764,0.07385149999999999,457.0
0.116005,0.615653,0.07154300000000001,506.0
0.117253,0.41314100000000004,0.0499715,602.0
0.101475,0.597442,0.06836099999999999,413.0
0.128526,0.9300039999999999,0.11141700000000002,429.0
0.124343,0.7497010000000001,0.08606850000000002,427.0
0.105338,0.504953,0.058004,484.0
0.0877711,0.4162939,0.0477065,498.0
0.0945234,0.6135756,0.07254,410.0
0.111205,0.64963,0.08097599999999999,455.0
0.117038,0.562044,0.06207700000000001,539.0
0.123114,0.8555900000000001,0.0970675,407.0
0.113422,0.590058,0.06705499999999999,507.0
0.141477,0.565435,0.06078199999999999,516.0
0.108893,0.673037,0.0836125,418.0
0.0978046,0.6588864,0.08012150000000001,470.0
0.135398,0.44308400000000003,0.049455499999999986,618.0
0.100807,0.388209,0.044014,558.0
0.151992,0.684376,0.07841050000000002,546.0
0.109611,0.537042,0.060496499999999995,477.0
0.140875,1.150245,0.140048,371.0
0.114641,0.762838,0.092082,426.0
0.117889,0.731103,0.08746599999999999,431.0
0.122622,0.603236,0.06611049999999999,477.0
0.113699,0.787875,0.09079199999999998,409.0
0.128767,0.521613,0.0594885,528.0
0.140795,0.764532,0.0868025,455.0
0.0800625,0.3367585,0.040481,514.0
0.0887572,0.5537938,0.06209949999999999,424.0
0.108891,0.609168,0.06704299999999999,450.0
0.109459,0.467418,0.05082199999999999,539.0
0.0900238,0.3734052,0.041104,542.0
0.13549,0.669992,0.08497100000000002,497.0
0.12777,0.5866309999999999,0.0646905,522.0
0.141502,1.120048,0.13279300000000002,390.0
0.132099,0.36329500000000003,0.04453499999999999,631.0
0.116948,0.6094010000000001,0.071642,524.0
0.108724,0.6522239999999999,0.07480250000000002,408.0
0.121349,0.460404,0.047462000000000004,525.0
0.107563,0.462802,0.054532,500.0
0.115303,0.86783,0.10132550000000001,369.0
0.0969521,0.5631129,0.06308899999999999,478.0
0.132631,0.8916090000000001,0.09859449999999997,428.0
0.111875,1.004535,0.12251399999999998,377.0
0.123195,0.476316,0.05615350000000001,586.0
0.100959,0.613404,0.070138,461.0
0.111273,0.39745800000000003,0.045626,595.0
0.141002,1.667188,0.208648,318.0
0.145443,0.633687,0.07156950000000001,546.0
0.115715,0.5917439999999999,0.070545,474.0
0.0965636,0.4533564,0.051551500000000014,518.0
0.0981276,0.47968540000000004,0.0560445,456.0
0.1265,0.5556989999999999,0.06416900000000002,522.0
0.104758,0.34714999999999996,0.03894550000000001,596.0
0.114998,0.692932,0.0778035,465.0
0.126898,0.548581,0.0641505,528.0
0.123692,0.37671199999999994,0.044412499999999994,621.0
0.139979,0.699702,0.08282599999999998,530.0
0.100554,0.5438,0.06082050000000001,490.0
0.109124,0.9064160000000001,0.113266,370.0
0.14577,0.8146249999999999,0.09482650000000001,465.0
0.123028,0.9954120000000001,0.11674299999999999,404.0
0.116597,1.0281529999999999,0.12027500000000002,392.0
0.136115,0.586045,0.06916899999999998,553.0
0.0897044,0.5501286,0.0690835,441.0
0.116687,0.773655,0.09013499999999999,437.0
0.092336,0.38605100000000003,0.043932,512.0
0.109651,0.541552,0.0636375,506.0
0.138153,0.54923,0.0652375,583.0
0.0962628,0.4509552,0.053369,527.0
0.134092,0.647976,0.07511849999999998,525.0
0.101952,0.365111,0.04221399999999999,579.0
0.105645,0.579966,0.068164,476.0
0.129682,0.632938,0.07759500000000003,481.0
0.123035,0.598718,0.06932450000000001,527.0
0.100449,0.38840399999999997,0.047393000000000005,561.0
0.0860577,0.4628443,0.056893500000000014,482.0
0.117133,0.346969,0.03763,629.0
0.13189,0.7175309999999999,0.08715400000000001,474.0
0.0975722,0.6599078,0.07743300000000002,443.0
0.102069,0.6274740000000001,0.07195349999999999,450.0
0.124835,0.472529,0.05666700000000001,577.0
0.122738,0.555285,0.06455649999999999,484.0
0.119161,0.749749,0.08575949999999999,479.0
0.121921,0.359786,0.04168000000000001,640.0
0.124255,0.592458,0.07190650000000001,538.0
0.122324,0.664843,0.075823,481.0
0.0990866,0.8697294,0.10191750000000002,346.0
0.0912616,0.4156494,0.05026249999999999,516.0
0.11707,0.810456,0.100135,441.0
0.0791674,0.3333766,0.038682999999999995,511.0
0.129149,0.38881499999999997,0.043760499999999994,620.0
0.131135,0.664022,0.0789975,511.0
0.114404,0.7553810000000001,0.0876585,435.0
0.118548,0.545322,0.05979250000000001,543.0
0.140066,0.581367,0.06744999999999998,580.0
0.123633,0.538756,0.06134750000000001,541.0
0.120179,1.1777309999999999,0.1366935,334.0
0.126354,0.708276,0.0822755,432.0
0.101665,0.591704,0.073805,417.0
0.116399,0.9255509999999999,0.1085505,375.0
0.117783,0.634976,0.07578099999999999,508.0
0.108068,0.7729889999999999,0.093417,396.0
0.135652,0.726715,0.0828545,503.0
0.103345,0.631243,0.07731250000000002,459.0
0.0958338,0.5200912,0.06200000000000001,488.0
0.118175,1.210145,0.14813599999999996,356.0
0.0866268,0.3828442,0.044535000000000005,522.0
0.139091,0.965299,0.11852200000000002,448.0
0.123489,0.787725,0.096942,453.0
0.140046,0.534947,0.06102850000000001,601.0
0.131282,0.74948,0.09239399999999998,476.0
0.116873,0.643753,0.0733,460.0
0.104445,0.367199,0.041040999999999994,592.0
0.10563,0.690586,0.08210049999999999,447.0
0.144932,0.5341389999999999,0.06199299999999999,608.0
0.113501,0.5887910000000001,0.06818600000000001,456.0
0.125309,0.813165,0.09828599999999998,442.0
0.0916366,0.4904044,0.05637,463.0
0.104905,0.421438,0.049625,545.0
0.127053,0.555289,0.06284199999999998,528.0
0.109868,1.0956519999999998,0.1264795,350.0
0.13181,0.648744,0.07866150000000002,477.0
0.133859,0.459888,0.054650000000000004,609.0
0.157874,1.018476,0.12533199999999997,429.0
0.102244,0.739905,0.08356049999999998,448.0
0.101962,0.711348,0.0833885,399.0
0.128166,0.580775,0.06915349999999998,531.0
0.128914,0.912156,0.105574,407.0
0.101992,0.434064,0.05036850000000001,561.0
0.14278,0.716969,0.08362,488.0
0.116929,1.003251,0.124557,393.0
0.111053,0.6079420000000001,0.0741385,438.0
0.0903317,0.44148029999999994,0.05149150000000001,515.0
0.12023,0.8941299999999999,0.112205,432.0
0.114102,0.679956,0.0787255,445.0
0.112626,0.753346,0.08744350000000001,428.0
0.117386,0.564497,0.0643835,517.0
0.123605,0.74028,0.08618899999999999,425.0
0.129685,1.140835,0.141611,357.0
0.107709,0.504502,0.057147500000000004,519.0
0.0983281,0.44529889999999994,0.05228300000000001,505.0
0.146266,0.608795,0.06719349999999999,542.0
0.112579,0.651838,0.07468550000000002,457.0
0.11277,0.491709,0.057259000000000004,558.0
0.123168,0.5844940000000001,0.06917500000000001,536.0
0.125582,0.370826,0.0410735,591.0
0.0910234,0.4124806,0.04566049999999999,449.0
0.128145,0.7026539999999999,0.07633899999999999,517.0
0.133894,0.6797359999999999,0.082679,504.0
0.102168,0.41927,0.049439,544.0
0.11554,0.55239,0.060442499999999996,456.0
0.141557,0.773528,0.09083749999999999,467.0
0.0978246,0.7442964,0.09503,359.0
0.104811,0.493745,0.056953500000000004,514.0
0.0906562,0.6300768,0.07757600000000002,429.0
0.100422,0.6188049999999999,0.0745955,449.0
0.111517,0.829692,0.09835850000000002,398.0
0.137273,0.564693,0.0647315,552.0
0.142872,0.8577279999999999,0.09960350000000001,483.0
0.117749,0.644424,0.0779,472.0
0.121185,0.608797,0.06864750000000001,516.0
0.103235,0.842595,0.09885949999999999,393.0
0.0980877,0.9899723,0.13014350000000002,348.0
0.114305,0.39960399999999996,0.04564700000000001,597.0
0.107739,0.432003,0.044570499999999985,522.0
0.145506,1.3320940000000001,0.15870700000000001,349.0
0.1378,0.397346,0.04476749999999999,623.0
0.106285,0.9077649999999999,0.11194699999999999,382.0
0.103081,0.546601,0.06459599999999999,497.0
0.107504,0.340826,0.038806999999999994,624.0
0.117081,0.698597,0.0804355,470.0
0.112811,1.345009,0.1767365,324.0
0.0887612,0.6675998,0.08227250000000001,392.0
0.0926431,0.6341309,0.077487,410.0
0.124259,0.41259,0.0465555,615.0
0.148502,1.376128,0.16040149999999997,350.0
0.0947724,0.6578766,0.07500799999999999,454.0
0.125646,0.898184,0.11252799999999999,432.0
0.137463,0.425963,0.05071600000000001,599.0
0.110864,0.741549,0.08726149999999999,451.0
0.124961,0.590473,0.07007350000000001,520.0
0.112479,1.034691,0.13465100000000002,382.0
0.134366,0.762972,0.09168500000000002,483.0
0.133712,0.499651,0.0577255,572.0
0.126496,0.958734,0.11563400000000001,387.0
0.106407,0.550272,0.06508700000000002,473.0
0.124924,0.607422,0.0688395,509.0
0.12325,0.5077050000000001,0.06162049999999998,542.0
0.0927909,0.42223710000000003,0.045998999999999984,507.0
0.11302,0.659268,0.07157050000000001,459.0
0.122158,0.759682,0.09011650000000002,402.0
0.112313,0.567362,0.06835899999999999,505.0
0.112267,0.622347,0.06813300000000001,489.0
0.107374,0.518501,0.06231199999999999,473.0
0.123439,0.639646,0.0766695,528.0
0.110597,0.45392499999999997,0.052987000000000006,479.0
0.0846309,0.5088941,0.061017000000000016,410.0
0.119624,0.617425,0.068516,501.0
0.132337,0.613528,0.07468799999999998,524.0
0.0903485,0.6125095,0.0763155,388.0
0.148266,0.9550540000000001,0.11487249999999999,436.0
0.112432,0.41195100000000007,0.045383999999999994,556.0
0.100179,0.797993,0.09629499999999999,359.0
0.124744,0.7075790000000001,0.0823525,454.0
0.10392,0.848243,0.10505900000000001,362.0
0.11182,0.48327999999999993,0.0537045,537.0
0.120054,0.851954,0.10260049999999998,415.0
0.126755,1.087885,0.13321349999999998,377.0
0.0830872,0.6718398,0.07942050000000002,336.0
0.109804,0.442551,0.053517499999999996,538.0
0.107661,0.672366,0.0793655,461.0
0.143554,0.46990300000000007,0.05537500000000001,596.0
0.0996958,0.5098962,0.05964349999999999,490.0
0.11106,0.7142219999999999,0.08549199999999998,456.0
0.125238,0.638468,0.0731095,492.0
0.114292,0.51678,0.058128499999999986,547.0
0.112258,0.637136,0.07477249999999999,459.0
0.126468,0.49529599999999996,0.05559949999999998,556.0
0.139128,0.610621,0.07320850000000001,540.0
0.107116,0.613853,0.07343600000000002,461.0
0.117552,0.49794000000000005,0.056693499999999994,508.0
0.139123,0.76819,0.08673449999999999,491.0
0.151646,0.680215,0.0814395,526.0
0.118922,0.757803,0.093251,445.0
0.140717,0.7056680000000001,0.0840755,517.0
0.12983,1.0289199999999998,0.1261035,346.0
0.11039,0.559287,0.06601,479.0
0.127114,0.7386649999999999,0.08455100000000002,452.0
0.148317,0.832437,0.09917799999999999,466.0
0.09704,0.47828399999999993,0.0575905,531.0
0.124866,0.410046,0.047643000000000005,575.0
0.0991654,0.6556166,0.078958,460.0
0.13169,0.521486,0.05691550000000001,535.0
0.134784,0.674975,0.0775005,480.0
0.118668,0.5882310000000001,0.068607,460.0
0.122578,0.685243,0.08061099999999999,439.0
0.125491,0.81445,0.09452950000000002,420.0
0.151019,0.8719109999999999,0.10611200000000004,467.0
0.134536,0.576638,0.06667100000000001,540.0
0.119997,0.8923530000000001,0.11373150000000001,403.0
0.0966614,0.4019436,0.0482515,568.0
0.112836,0.5667399999999999,0.06915999999999999,481.0
0.130352,0.44392699999999996,0.05120150000000001,608.0
0.123299,0.646555,0.07446650000000002,488.0
0.138398,1.273302,0.14737449999999996,346.0
0.122948,0.735279,0.08796000000000001,448.0
0.10178,0.651346,0.07720199999999999,428.0
0.0980835,0.5539825,0.0672895,489.0
0.160468,0.551463,0.06210649999999998,617.0
0.118488,0.555847,0.06696100000000002,513.0
0.12884,0.7251350000000001,0.087535,476.0
0.109229,0.769303,0.08789749999999999,465.0
0.115434,0.757259,0.0864345,445.0
0.134615,0.821174,0.0929525,449.0
0.121648,0.434219,0.05120200000000001,608.0
0.116747,0.699635,0.088977,442.0
0.133163,0.4990279999999999,0.057513499999999995,569.0
0.138086,0.6313230000000001,0.0700635,496.0
0.118995,0.6819740000000001,0.07949900000000001,469.0
0.109201,0.474062,0.0555445,473.0
0.0990159,0.6142550999999999,0.0715195,408.0
0.106704,0.641376,0.07413050000000002,403.0
0.115833,0.5816570000000001,0.06591150000000001,486.0
0.108733,1.082927,0.138007,333.0
0.133637,0.556052,0.05975200000000001,557.0
0.163107,0.509402,0.061221000000000025,610.0
0.142434,0.711325,0.08099800000000001,502.0
0.117596,0.683342,0.080369,438.0
0.108385,0.33608499999999997,0.040951,611.0
0.108038,0.6336860000000001,0.07601899999999999,420.0
0.101759,0.574102,0.0707065,458.0
0.1251,0.7461720000000001,0.0894925,503.0
0.0852766,0.3155504,0.03621050000000001,522.0
0.104961,0.490892,0.05931549999999999,519.0
0.123511,0.733198,0.08771200000000001,447.0
0.128191,0.662541,0.07950400000000002,525.0
0.116084,0.47286599999999995,0.056859999999999994,588.0
0.127384,0.365264,0.041314000000000003,630.0
0.13443,0.5710759999999999,0.06825049999999999,554.0
0.100131,0.594035,0.07069349999999999,438.0
0.106202,0.651779,0.07275799999999999,428.0
0.108044,0.406621,0.04736749999999999,552.0
0.110129,0.524936,0.06362000000000001,549.0
0.118449,0.485502,0.05405650000000001,582.0
0.109285,0.5265420000000001,0.06107449999999999,506.0
0.108319,0.6949399999999999,0.087783,439.0
0.0772695,0.5361385,0.0638745,380.0
0.128578,0.552544,0.06362050000000001,555.0
0.103392,0.8305319999999999,0.104487,389.0
0.115316,0.34733099999999995,0.037786,583.0
0.10258,0.480345,0.054548500000000014,497.0
0.0954588,0.6494502000000001,0.076083,374.0
0.109824,0.509532,0.05881750000000001,474.0
0.0947443,0.41369469999999997,0.04961099999999999,573.0
0.112853,0.627089,0.07571449999999999,498.0
0.129955,1.101915,0.13520500000000002,343.0
0.131358,0.46924200000000005,0.052449499999999996,561.0
0.100183,0.564549,0.06602,490.0
0.134093,0.594375,0.0652445,513.0
0.101861,0.6605340000000001,0.07637250000000001,459.0
0.13322,1.0293800000000002,0.1214945,373.0
0.107152,0.6179479999999999,0.074843,427.0
0.124232,0.647928,0.077036,504.0
0.134045,0.9791650000000001,0.1206885,405.0
0.115607,0.452299,0.054034499999999985,583.0
0.0986702,0.43733879999999997,0.048993999999999996,475.0
0.140103,0.6645800000000001,0.08388700000000002,498.0
0.106238,0.659103,0.08027400000000001,400.0
0.12838,0.676676,0.0795815,486.0
0.113532,0.8871180000000001,0.10376700000000003,391.0
0.10605,0.825717,0.09955249999999999,393.0
0.0983213,0.4533147,0.050647,466.0
0.0968417,0.7226292999999999,0.092384,362.0
0.102986,0.490255,0.057845999999999995,490.0
0.132336,0.8950739999999999,0.10388050000000001,444.0
0.142341,1.191689,0.14096450000000002,360.0
0.12641,0.771079,0.0937095,452.0
0.147861,0.500297,0.057116,600.0
0.144856,0.52828,0.058938500000000005,577.0
0.112536,0.640939,0.07149599999999999,471.0
0.116555,0.448664,0.052608,579.0
0.104352,0.57907,0.06888400000000001,483.0
0.133382,1.0012780000000001,0.12711999999999998,444.0
0.0928219,0.48161409999999993,0.055853500000000014,522.0
0.130392,0.5840380000000001,0.0706985,526.0
0.084575,0.577898,0.0702465,404.0
0.130769,0.503958,0.058238,585.0
0.14875,0.6079829999999999,0.072212,568.0
0.105644,0.62553,0.073372,479.0
0.105628,0.418907,0.050964499999999996,524.0
0.0920453,0.4172017,0.04762050000000001,528.0
0.12725,0.531323,0.064943,545.0
0.104164,0.7318159999999999,0.089669,369.0
0.118352,0.615295,0.0735585,484.0
0.105354,0.5357879999999999,0.05950950000000001,462.0
0.139649,0.808442,0.092614,469.0
0.122366,0.45726100000000003,0.04955849999999999,567.0
0.153329,0.5375920000000001,0.060410500000000006,589.0
0.118868,0.6211840000000001,0.07085,479.0
0.108115,0.706094,0.085691,397.0
0.0967089,0.7417211,0.08288,377.0
0.105319,0.5271669999999999,0.06066450000000001,505.0
0.114294,0.65391,0.079348,443.0
0.134592,0.7991379999999999,0.097214,437.0
0.102646,0.47861,0.0517715,505.0
0.0999331,0.4497109,0.052523000000000014,504.0
0.119414,0.6313719999999999,0.0765025,447.0
0.104431,0.598374,0.06745150000000001,507.0
0.129151,1.016619,0.129484,363.0
0.120606,0.50598,0.057448999999999986,539.0
0.13677,0.6001289999999999,0.071403,534.0
0.126271,0.807732,0.09639199999999998,444.0
0.118218,0.368859,0.03885799999999999,585.0
0.137493,0.530937,0.0613455,570.0
0.0879376,0.4994654,0.0575215,481.0
0.107894,1.118006,0.136574,325.0
0.107972,0.7120850000000001,0.091168,414.0
0.10786,0.48552100000000004,0.05674299999999999,530.0
0.134071,0.887019,0.10822300000000001,431.0
0.105933,0.886414,0.10600899999999996,425.0
0.0999027,0.45688529999999994,0.05434699999999999,517.0
0.109111,0.577204,0.06823549999999999,476.0
0.112663,0.5688690000000001,0.068504,526.0
0.109961,0.40388999999999997,0.04566550000000001,570.0
0.139448,0.579884,0.06686,586.0
0.111609,0.365917,0.045561000000000004,583.0
0.111145,0.49808199999999997,0.05737299999999999,533.0
0.108695,0.43571499999999996,0.052320500000000006,557.0
0.112786,0.354628,0.04259400000000001,600.0
0.10907,0.610726,0.07143350000000001,462.0
0.122127,0.686565,0.08432899999999999,484.0
0.134368,0.640523,0.07495700000000002,521.0
0.14531,0.558635,0.0629875,558.0
0.127626,0.351492,0.040546,639.0
0.111282,0.757838,0.0930995,415.0
0.128365,0.6317980000000001,0.06971150000000001,500.0
0.103092,0.5066820000000001,0.061037499999999995,533.0
0.133287,0.9374530000000001,0.11510549999999997,449.0
0.108813,0.373125,0.04489549999999999,632.0
0.134126,1.248724,0.15020750000000002,339.0
0.11606,0.624242,0.0725015,469.0
0.122985,0.445318,0.04890850000000001,563.0
0.116194,1.014556,0.12445400000000001,384.0
0.115336,0.575029,0.064845,515.0
0.139068,1.050972,0.12274600000000002,381.0
0.0918522,0.6154488,0.068286,463.0
0.0929218,0.6561562000000001,0.07815149999999998,414.0
0.0985059,0.5354321,0.063284,432.0
0.0938943,0.6854317,0.077335,392.0
0.128519,0.6864380000000001,0.08205199999999999,471.0
0.123905,0.5487339999999999,0.06678500000000001,587.0
0.118628,0.5642900000000001,0.069936,525.0
0.0967826,0.6602234,0.0771435,391.0
0.126358,0.5310710000000001,0.06302350000000001,566.0
0.105661,0.736697,0.09148900000000001,397.0
0.116907,0.46894900000000006,0.05338799999999999,556.0
0.104246,0.9105239999999999,0.10612950000000002,374.0
0.148943,1.007587,0.12027099999999999,406.0
0.111568,0.588027,0.072957,509.0
0.128353,0.809458,0.10045450000000003,444.0
0.124003,0.754644,0.08420250000000001,451.0
0.102745,0.671315,0.07869199999999998,444.0
0.116303,0.5334819999999999,0.06692150000000001,490.0
0.108114,0.551307,0.06318449999999999,469.0
0.118681,0.471396,0.056604500000000016,571.0
0.0974538,0.45225220000000005,0.05538549999999999,530.0
0.109908,0.903012,0.10945449999999998,367.0
0.0966844,0.5088976,0.058455999999999994,508.0
0.144976,1.005224,0.11262499999999998,403.0
0.112746,0.501786,0.057258500000000004,505.0
0.129006,0.681689,0.0839735,475.0
0.111815,0.40247600000000006,0.04573000000000001,534.0
0.129394,0.825993,0.09151899999999999,459.0
0.123824,0.7093649999999999,0.08987049999999999,467.0
0.13625,1.72224,0.22135300000000002,312.0
0.0860774,0.4493906000000001,0.05601199999999999,462.0
0.109256,0.7296389999999999,0.08839000000000002,401.0
0.121901,0.896919,0.11175100000000002,401.0
0.110483,0.592179,0.07515849999999999,506.0
0.128438,0.8227,0.10560449999999999,453.0
0.115114,1.047666,0.129765,389.0
0.130191,0.7209779999999999,0.08461949999999999,482.0
0.0886954,0.4013126,0.04348149999999999,474.0
0.0963206,0.43232740000000003,0.050342,508.0
0.1165,1.1996499999999999,0.14778649999999996,360.0
0.109457,0.654226,0.0786375,481.0
0.131727,0.670426,0.081869,490.0
0.127501,0.8732590000000001,0.10903450000000003,417.0
0.100599,0.518257,0.06253750000000001,492.0
0.122128,1.038582,0.11817099999999997,363.0
0.127685,0.7063569999999999,0.083229,507.0
0.11174,0.543356,0.063702,494.0
0.114361,0.792929,0.0964795,405.0
0.114836,0.6486339999999999,0.07021049999999998,484.0
0.130788,0.722533,0.08778949999999999,479.0
0.154058,0.47638,0.05387149999999999,625.0
0.117239,0.6957760000000001,0.085231,492.0
0.119475,0.652351,0.07535049999999999,477.0
0.119437,0.647112,0.07505199999999998,469.0
0.115223,0.5176780000000001,0.0604495,521.0
0.125477,0.678469,0.07713250000000002,478.0
0.105811,0.608383,0.0706205,461.0
0.120517,0.688521,0.07734250000000001,444.0
0.11789,0.5052620000000001,0.05998350000000001,546.0
0.11478,0.566227,0.0638615,542.0
0.121842,0.579684,0.06557800000000001,515.0
0.15756,0.8319799999999999,0.09664849999999997,474.0
0.104459,0.5603100000000001,0.06830149999999999,488.0
0.102122,0.714294,0.08677299999999999,419.0
0.123679,0.83581,0.10204600000000003,417.0
0.128299,0.438042,0.04935700000000001,611.0
0.124312,0.7391690000000001,0.08867950000000002,436.0
0.110701,0.47145699999999996,0.05105399999999999,515.0
0.108214,0.793284,0.09874349999999998,393.0
0.121081,0.508835,0.0608085,547.0
0.109464,0.795382,0.091667,397.0
0.116918,0.755221,0.0891345,482.0
0.108751,0.767822,0.092832,369.0
0.139659,0.566528,0.0647905,537.0
0.126598,0.9967220000000001,0.11551150000000002,342.0
0.168629,0.679311,0.08068349999999999,578.0
0.142135,0.439364,0.048372,619.0
0.130656,0.686496,0.076931,489.0
0.122728,0.6985110000000001,0.08356150000000001,456.0
0.124177,1.198233,0.152091,353.0
0.143773,0.7698069999999999,0.09123300000000001,468.0
0.135131,0.847653,0.1018615,431.0
0.10345,0.36845500000000003,0.0421705,590.0
0.0974529,0.49827609999999994,0.0582685,443.0
0.140448,0.665067,0.07602350000000002,512.0
0.128335,0.585087,0.064801,546.0
0.134286,0.654537,0.074486,524.0
0.139581,1.477629,0.17377749999999997,314.0
0.129056,0.85562,0.10422950000000003,449.0
0.115237,0.6335,0.07700850000000001,491.0
0.117335,0.5732780000000001,0.0659265,494.0
0.145884,0.592136,0.068379,564.0
0.104814,0.7735430000000001,0.0946765,423.0
0.133317,0.745864,0.0878005,491.0
0.105621,0.920919,0.112532,349.0
