deflection,weight
56.250727,437764.993
55.97604,434922.6994
65.975597,400170.6852
58.003113,435540.148
60.976263,382663.7574
49.742696,372802.8541
44.172191,359559.9499
44.262504,362148.7586
37.025346,393859.3447
43.618213,361861.4715
44.17572,359543.1454
89.350095,335422.6775
83.145324,331067.2678
91.213395,339076.6763
89.816225,329853.0893
83.771538,374668.8428
58.807853,376422.0748
97.200767,323303.0799
72.12576,401362.9255
64.141784,391089.8164
67.984512,402627.4735
63.453865,357059.0901
89.513625,355346.9833
57.380987,408374.484
66.901074,395789.1467
40.531818,429676.135
37.828413,423473.2663
42.788163,435354.6013
41.306029,442026.2889
40.350795,427056.7359
35.423682,468431.5637
39.807725,411874.828
37.383219,469896.6567
33.140677,457250.6709
34.286086,447909.5588
35.241109,466038.4058
39.064204,425265.4029
37.10347,476881.9098
35.017718,463460.6333
28.29935,440100.4427
46.292161,490516.2558
29.85491,445086.6057
27.120694,432016.229
28.175878,437627.9093
31.525698,407532.9807
28.42735,441630.8943
31.908763,403806.674
51.024659,444880.0292
54.295045,455913.865
53.103622,452044.9633
46.897145,486786.0986
52.983822,447441.6344
53.010051,449198.8559
62.920765,398829.6037
58.60442,393557.8287
53.789499,379291.0265
64.449707,395144.3765
62.604793,396111.9294
82.531681,362954.7636
61.849151,399972.0956
73.852302,338728.8479
77.986963,352775.1185
66.351073,338100.1496
68.475892,336423.4679
49.953662,368565.1688
68.748659,332259.2655
68.424202,333779.4659
52.932455,414564.171
57.507835,421707.0689
55.025467,419302.2801
53.189839,426103.2691
50.953591,391060.8756
52.359362,416807.6437
52.391717,416151.0496
51.724102,410635.1618
54.142697,412753.5039
56.115552,406095.1091
58.110629,441102.9612
56.626978,414786.6487
56.782193,415812.1223
55.980277,417081.709
32.490541,479023.9141
34.929542,487164.7347
26.661464,462399.9727
31.45925,470382.9175
33.866675,495837.5044
80.091599,338465.7313
32.863866,480697.8255
71.050463,333178.9074
85.038367,353576.056
76.202386,348603.5151
79.839323,321964.1993
29.334039,480428.0385
77.543114,336779.8958
77.723675,338909.7828
34.514694,436068.5939
37.507008,443917.5134
35.760443,439693.0471
34.514279,436050.3928
34.323725,433476.6375
51.930256,365468.211
34.383366,437827.0227
53.006273,368031.334
56.431298,370811.3217
57.68953,374183.2425
57.73878,376822.0891
38.42013,446522.6387
57.822181,372445.7151
57.691151,374165.6432
91.352265,375290.7693
52.377014,343578.3475
94.500248,380231.9945
91.336501,375257.1236
91.833045,372406.6572
61.412797,458276.062
89.666346,376121.4671
61.652938,461598.886
34.291316,413812.1604
35.953546,419795.4266
36.136872,422290.9101
54.267306,346870.4298
36.616721,419279.8031
35.947535,419754.7997
46.971243,483543.3871
32.430477,445884.5088
48.589171,486891.0997
46.801198,497551.7299
45.76484,469983.2221
46.58924,485870.6486
47.59948,467035.451
48.235835,476077.734
32.5744,437942.3401
32.510912,423860.615
34.824238,454032.9433
33.999383,439635.3661
33.671224,454094.7746
33.795152,441744.0411
55.305612,360409.0324
70.068847,376449.2621
57.64682,365621.809
55.051719,354263.9845
56.802264,347939.4195
54.300981,362554.6684
55.183882,380578.8221
57.807105,370292.1577
69.743684,382208.7254
72.776134,390723.0635
70.35402,399906.7601
73.902748,384227.3978
72.998951,364588.9482
72.398518,386529.09
70.230522,306473.4309
64.624087,302295.8418
72.676757,311471.8839
71.813426,301023.2488
72.05299,294603.8903
68.067823,308515.4531
67.302134,324661.5989
71.892651,315372.0673
64.900134,306738.452
63.930435,314646.6162
64.639511,322912.7973
68.862322,308996.3758
67.949303,292105.4865
66.538869,311033.2987
52.646395,419169.1058
49.37501,413887.5203
46.067555,403936.9429
51.077787,411912.9749
53.779277,448095.1861
52.025022,421445.0182
56.961588,410036.3776
49.498677,414308.094
53.41262,426806.3087
47.788384,417621.4014
44.294288,380787.8981
46.414107,406165.2344
42.016446,420349.4743
45.965549,408337.9981
42.151259,438230.0084
34.286201,419190.6537
44.3496,442539.6771
41.485335,429330.1974
42.121984,435566.6742
70.760883,365769.4083
47.186236,411848.5442
76.828862,327971.4855
57.592338,309249.3983
61.364249,328912.454
59.674646,317177.8408
37.339622,383369.6018
58.335159,343510.5593
60.050583,314650.9343
55.441735,346823.7049
82.209061,372858.6092
48.143115,327768.1946
56.231021,358248.5966
55.406911,344317.3901
34.93109,419100.9343
55.198546,350178.1057
28.943637,411158.5702
49.889656,463827.0379
42.588067,435022.3255
42.833376,448548.2924
72.415692,367693.0441
43.392067,442282.9963
42.617503,445839.8074
46.138533,381153.7889
50.301415,387038.0637
47.670002,385488.1564
46.124842,381102.2666
47.475345,398279.5284
34.935022,455586.7023
43.838908,397868.6313
35.267092,493210.6042
36.118975,497733.3297
37.886175,501560.6441
36.424713,483937.8982
50.084535,425112.8205
41.518318,485227.2851
37.873399,501509.7044
45.671685,511808.4443
49.052095,520296.9388
48.10802,517822.9105
45.670846,511786.8673
43.37874,487884.7171
59.914922,436109.8689
49.369572,499274.0168
63.836468,405221.7169
66.155984,405808.4242
68.94547,411340.3114
71.317455,435949.4077
52.677676,489263.2036
65.711814,423604.8195
68.945372,411314.5622
66.489517,415914.3989
46.400459,388238.7769
71.505125,424933.2014
62.93174,394850.3531
66.935287,423910.5853
57.935599,438079.78
68.041827,412082.1937
61.499183,429920.884
38.496837,387561.5194
45.878035,422657.4241
41.801797,391766.1305
47.709501,378980.5503
41.614203,403151.4795
42.405226,398924.9637
41.501431,429166.5156
53.319324,449082.2991
36.33336,414673.0517
42.662715,438169.4353
42.349199,436449.0718
40.038941,449473.2417
35.883167,452693.0759
31.437248,475327.3456
44.047514,509996.8725
37.487126,492090.3493
38.319437,491162.7983
40.743979,477426.8978
48.281533,473288.2082
38.740149,498864.2534
33.577607,405271.7524
43.165016,425588.2868
36.510394,414847.2753
35.784066,417022.3821
31.81069,374666.6697
31.331814,424509.0468
31.645411,415446.7932
32.443713,422420.0713
37.247934,434130.3599
38.175456,432268.7335
42.471864,475408.2362
44.042601,420776.7731
42.671976,433070.3546
40.326381,441805.8364
81.715242,349399.7607
102.987345,364917.8828
88.225121,359592.9385
81.01097,353781.9153
80.757755,356945.5795
64.270831,370424.4749
85.773628,328289.1327
75.425281,375147.261
87.25072,379039.1732
94.977441,385059.2774
94.547577,382560.337
116.828336,368029.1705
86.016263,409372.1245
94.760318,390685.3755
67.544596,359011.4734
53.582471,343459.9664
69.015585,362474.4397
70.48122,372240.6759
66.790338,366633.8774
43.942727,418500.049
74.600091,338896.7901
58.472125,428143.9225
44.405431,406242.826
42.692986,392402.9305
45.174475,403456.7817
64.24958,353823.1846
38.679968,425000.7253
45.975608,410784.7166
41.022491,441844.0494
60.306351,475141.5248
43.069366,448138.0649
38.659381,423903.5575
41.937133,449073.1862
70.306044,353963.7065
36.99857,448896.7417
65.216303,359056.7872
92.667479,380772.3863
100.914742,399012.6261
95.792109,377805.5901
53.934002,482553.4715
103.140105,375729.9466
95.938197,385736.8204
33.429753,440722.8285
26.377915,419580.6495
35.201209,446019.3788
33.430862,440714.8635
35.435583,468264.8854
52.090874,350376.8626
32.821663,454288.8676
52.920723,395965.9436
40.527699,373654.0176
42.162962,378385.3165
42.553613,352305.5454
29.244338,463880.2148
42.391269,365722.4757
42.169903,378378.4007
66.390425,449840.2162
54.738437,431976.2748
57.628508,435276.6314
66.384558,449820.4682
66.162654,435961.8541
53.223172,513035.8465
70.194377,429800.1385
48.213031,460720.4558
45.47121,459509.5903
38.66389,440334.0086
39.759719,453147.6725
48.921487,381830.622
36.089295,462374.1077
38.659196,440305.024
51.206222,484726.7768
30.687594,433524.5823
51.871466,485975.5417
50.325227,473139.8787
50.117572,472400.865
49.945723,492066.0797
51.446303,487807.847
48.623418,472897.5008
28.012646,419512.0042
30.132408,433403.2897
29.193375,431477.7097
29.209385,414681.9387
28.276195,417771.7411
28.484769,420957.7576
67.603858,343191.3435
72.217889,347310.2103
68.684514,345342.9202
70.722494,358566.9055
68.972226,331793.1415
63.128002,349990.2553
66.701004,345349.463
67.101908,357518.5878
70.377131,359443.9418
68.550201,346900.0396
70.193983,373164.5764
77.146412,354402.1185
72.510459,359751.7758
71.457288,361401.4215
45.296533,373697.489
48.7347,378387.3679
52.176086,390444.0957
45.468475,374747.3148
44.237616,362871.7961
43.81696,380156.6771
43.879432,375016.9651
47.658719,387974.4123
44.653064,376327.529
50.882258,391489.6324
52.250599,403737.2143
52.778581,385706.858
52.871105,391373.4117
50.988342,392444.0707
43.987629,470527.615
46.595528,476449.9689
39.899494,459408.4869
43.821592,470658.7334
47.067964,501082.3549
43.240108,477747.5731
43.652156,473364.2077
41.377561,499704.5957
48.359749,517711.3404
44.076362,506361.8685
41.133875,475865.6156
44.697154,499187.5403
44.333104,503395.3649
43.913924,506408.0042
36.878224,443044.9847
33.8504,434885.3378
42.104883,455707.2735
37.850631,449772.4753
36.888823,441715.8188
53.991984,375309.6359
37.055938,427110.4005
60.891793,378048.1389
50.367589,359484.4528
54.612927,364786.8375
55.59156,373448.8717
39.337556,439793.5182
56.829452,385178.3866
55.824097,372119.1183
48.34286,375962.1976
79.743018,411664.5262
44.604207,366516.4592
45.34603,355280.4042
48.30626,374691.2529
33.737771,453430.6059
53.978144,370631.8686
31.720015,408736.886
64.788501,467796.4342
64.383449,480450.743
58.332037,457983.1243
81.603757,369872.5875
47.780693,469024.7495
58.091894,456566.9759
75.554324,296032.5285
68.140846,290645.4523
76.096926,297601.6159
74.929862,303043.1768
73.520818,314259.4094
36.636557,374465.9006
75.104842,298342.2303
38.469534,402577.1071
34.261987,393311.8704
34.336662,388704.9099
33.483084,377230.4765
65.605834,318877.5329
35.741283,392971.8478
34.794337,394855.3958
53.722175,450614.9097
49.496694,442894.2022
54.583138,452463.5824
56.219142,460410.1947
52.34233,427959.0569
92.732106,379488.5043
53.633549,453364.3043
102.942609,369264.3918
93.415699,362255.4856
88.954477,355572.2633
91.645362,386419.8508
51.599539,434506.5516
94.463748,361365.4884
94.680361,363804.7257
70.303489,373090.7556
59.483353,361139.8183
73.990746,380466.6189
71.122357,385319.4402
70.912338,392663.7929
102.577765,341394.4704
70.853322,386448.6058
109.566763,391111.0324
88.115493,373510.6666
90.375352,369584.08
95.223734,360911.438
66.356911,410772.8341
91.979316,369230.0368
93.639185,379960.8806
42.473305,418214.5793
66.491424,452626.8745
36.629378,400127.1236
41.407051,404239.2968
44.261159,436689.9727
47.625447,388322.7264
38.298527,423821.7307
37.067636,383207.9416
65.573961,435802.6128
58.925046,431816.9876
58.289348,399967.7755
50.985091,452886.3729
65.100958,409947.4279
58.256867,420166.9451
26.092668,443733.1572
30.388992,457961.4991
25.171953,440611.4184
26.206069,444643.1583
24.651159,424146.3553
27.956223,416061.1463
27.693747,439732.6654
27.051518,390173.3861
32.929855,405411.6881
31.742083,401299.1332
33.689409,422627.751
29.620098,431040.628
30.260796,406641.8669
31.891727,402242.3442
51.941365,422782.1814
58.603783,433385.8431
50.089952,419463.2351
52.43814,423927.7062
52.746748,442177.0457
64.976851,391537.6083
50.905045,417507.7793
62.152732,403440.6619
72.731624,416823.8164
70.035534,412335.6005
71.178769,393465.5036
57.098874,445775.821
71.492777,419046.5627
70.630127,413504.0898
52.473497,387313.6714
37.772481,363206.3372
52.974679,388536.901
52.342767,382267.2711
52.508778,385911.434
35.706774,469630.6938
52.877157,381188.2719
36.136536,457931.5672
25.645239,425478.5673
26.668428,432887.5278
26.157596,428247.5517
37.916676,351769.5741
25.965017,433071.1614
26.084308,426967.1514
33.678787,437761.1022
46.002853,466180.0226
34.609014,440377.9991
36.45544,461205.6062
33.538473,436446.8609
43.385874,373755.421
36.12627,433847.8657
49.644715,395577.722
66.805817,414455.2674
64.441578,393377.2261
68.099893,418091.9704
55.137769,486520.4159
62.511836,419325.8753
67.87072,416655.7303
39.359541,406801.5839
38.851253,405772.2328
44.388326,420654.961
37.966832,398960.0449
40.202364,425395.5893
67.435998,340200.7026
40.929135,402721.6734
70.996603,360731.1536
63.065803,346023.2348
72.869669,367406.119
72.078456,341242.9972
45.410881,426962.2563
68.23225,363776.5192
70.055106,359907.4182
